1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,1
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,1
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
0,0,0,0,7,1
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,1
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,0,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
0,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,1
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,1
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,1
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,1
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,0,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0
1,0,0,14,7,0